day_type,hour_of_day,station,departures,arrivals,net_flow
Weekday,0,"Northumberland Avenue, Strand",29,12,-17
Weekday,0,"Norton Folgate, Liverpool Street",8,3,-5
Weekday,0,"Notting Hill Gate Station, Notting Hill",11,12,1
Weekday,0,"Nutford Place, Marylebone",22,13,-9
Weekday,0,"Old Brompton Road, South Kensington",12,16,4
Weekday,0,"Old Ford Road, Bethnal Green",1,13,12
Weekday,0,"Old Montague Street, Whitechapel",9,25,16
Weekday,0,"Old Quebec Street, Marylebone",10,16,6
Weekday,0,"Old Street Station, St. Luke's",15,16,1
Weekday,0,"Ontario Street, Elephant & Castle",18,15,-3
Weekday,0,"Orbel Street, Battersea",2,18,16
Weekday,0,"Orchard Place, Blackwall Tunnel",3,4,1
Weekday,0,"Ormonde Gate, Chelsea",4,9,5
Weekday,0,"Orsett Terrace, Bayswater",5,3,-2
Weekday,0,"Osiers Road, Wandsworth",3,15,12
Weekday,0,"Ossulston Street, Somers Town",1,4,3
Weekday,0,"Oxford Road, Putney",0,1,1
Weekday,0,"Paddington Green, Paddington",4,3,-1
Weekday,0,"Paddington Street, Marylebone",9,1,-8
Weekday,0,"Page Street, Westminster",6,24,18
Weekday,0,"Palace Gardens Terrace, Notting Hill",6,19,13
Weekday,0,"Palace Gate, Kensington Gardens",2,0,-2
Weekday,0,"Palissy Street, Shoreditch",7,10,3
Weekday,0,"Pall Mall East, West End",27,13,-14
Weekday,0,"Pancras Road, King's Cross",10,11,1
Weekday,0,"Panton Street, West End",27,29,2
Weekday,0,"Park Lane , Hyde Park",17,6,-11
Weekday,0,"Park Lane, Mayfair",6,1,-5
Weekday,0,"Park Road (Baker Street), The Regent's Park",12,23,11
Weekday,0,"Park Street, Bankside",4,1,-3
Weekday,0,"Parson's Green , Parson's Green",4,13,9
Weekday,0,"Parsons Green Station, Parsons Green",13,7,-6
Weekday,0,"Pembridge Villas, Notting Hill",7,4,-3
Weekday,0,"Penfold Street, Marylebone",2,22,20
Weekday,0,"Pennington Street, Wapping",0,10,10
Weekday,0,"Penywern Road, Earl's Court",19,15,-4
Weekday,0,"Percival Street, Finsbury",15,12,-3
Weekday,0,"Percy Street, Bloomsbury",5,5,0
Weekday,0,"Peterborough Road, Sands End",0,1,1
Weekday,0,"Phene Street, Chelsea",2,6,4
Weekday,0,"Phillimore Gardens, Kensington",14,1,-13
Weekday,0,"Philpot Street, Whitechapel",8,20,12
Weekday,0,"Pindar Street, Liverpool Street",2,0,-2
Weekday,0,"Pitfield Street Central, Hoxton",1,15,14
Weekday,0,"Pitfield Street North,Hoxton",2,5,3
Weekday,0,"Plough Terrace, Clapham Junction",3,4,1
Weekday,0,"Podium, Queen Elizabeth Olympic Park",2,13,11
Weekday,0,"Pont Street, Knightsbridge",39,8,-31
Weekday,0,"Porchester Place, Paddington",21,22,1
Weekday,0,"Portland Place, Marylebone",5,0,-5
Weekday,0,"Portman Square, Marylebone",5,3,-2
Weekday,0,"Portugal Street, Holborn",4,0,-4
Weekday,0,"Pott Street, Bethnal Green",57,23,-34
Weekday,0,"Poured Lines, Bankside",19,1,-18
Weekday,0,"Preston's Road, Cubitt Town",9,18,9
Weekday,0,"Prince Albert Road, The Regent's Park",0,9,9
Weekday,0,"Prince Consort Road, Knightsbridge",2,2,0
Weekday,0,"Prince of Wales Drive, Battersea Park",2,10,8
Weekday,0,"Princedale Road , Holland Park",7,7,0
Weekday,0,"Princes Square, Bayswater",1,6,5
Weekday,0,"Pritchard's Road, Bethnal Green",10,28,18
Weekday,0,"Putney Bridge Road, East Putney",0,2,2
Weekday,0,"Putney Bridge Station, Fulham",6,9,3
Weekday,0,"Putney Pier, Wandsworth",3,14,11
Weekday,0,"Putney Rail Station, Putney",0,3,3
Weekday,0,"Queen Mary's, Mile End",22,28,6
Weekday,0,"Queen Mother Sports Centre, Victoria",9,9,0
Weekday,0,"Queen Street 1, Bank",3,1,-2
Weekday,0,"Queen Street 2, Bank",11,9,-2
Weekday,0,"Queen Victoria Street, St. Paul's",4,0,-4
Weekday,0,"Queen's Circus, Battersea Park",5,15,10
Weekday,0,"Queen's Gate (Central), South Kensington",17,9,-8
Weekday,0,"Queen's Gate (North), Kensington",9,6,-3
Weekday,0,"Queen's Gate (South), South Kensington",13,4,-9
Weekday,0,"Queen's Gate, Kensington Gardens",1,0,-1
Weekday,0,"Queensbridge Road, Haggerston",0,2,2
Weekday,0,"Queensdale Road, Shepherd's Bush",6,10,4
Weekday,0,"Queensway, Kensington Gardens",25,13,-12
Weekday,0,"Rainville Road, Hammersmith",8,5,-3
Weekday,0,"Ram Street, Wandsworth",10,10,0
Weekday,0,"Rampayne Street, Pimlico",7,26,19
Weekday,0,"Ranelagh Gardens, Fulham",0,1,1
Weekday,0,"Rathbone Street, Fitzrovia",4,4,0
Weekday,0,"Ravenscourt Park Station, Hammersmith",5,12,7
Weekday,0,"Reardon Street, Wapping",4,22,18
Weekday,0,"Rectory Square, Stepney",3,18,15
Weekday,0,"Red Lion Square, Holborn",7,4,-3
Weekday,0,"Red Lion Street, Holborn",8,3,-5
Weekday,0,"Regency Street, Westminster",5,23,18
Weekday,0,"Regent's Row , Haggerston",4,14,10
Weekday,0,"Richmond Way, Shepherd's Bush",1,7,6
Weekday,0,"Rifle Place, Avondale",1,10,9
Weekday,0,"Risinghill Street, Angel",2,1,-1
Weekday,0,"River Street , Clerkenwell",2,4,2
Weekday,0,"Riverlight North, Nine Elms",11,17,6
Weekday,0,"Rochester Row, Westminster",6,5,-1
Weekday,0,"Rodney Road , Walworth",0,6,6
Weekday,0,"Roscoe Street, St. Luke's",3,1,-2
Weekday,0,"Rotherhithe Roundabout, Rotherhithe",3,4,1
Weekday,0,"Royal Avenue 2, Chelsea",4,1,-3
Weekday,0,"Royal College Street, Camden Town",12,25,13
Weekday,0,"Royal London Hospital, Whitechapel",68,60,-8
Weekday,0,"Russell Gardens, Olympia",3,11,8
Weekday,0,"Russell Square Station, Bloomsbury",11,23,12
Weekday,0,"Sackville Street, Mayfair",3,0,-3
Weekday,0,"Sadlers Sports Centre, Finsbury",3,9,6
Weekday,0,"Sail Street, Vauxhall",5,16,11
Weekday,0,"Salmon Lane, Limehouse",13,55,42
Weekday,0,"Saltoun Road, Brixton",15,13,-2
Weekday,0,"Sancroft Street, Vauxhall",1,8,7
Weekday,0,"Sandilands Road, Walham Green",0,11,11
Weekday,0,"Santos Road, Wandsworth",0,2,2
Weekday,0,"Sardinia Street, Holborn",2,2,0
Weekday,0,"Saunders Ness Road, Cubitt Town",7,18,11
Weekday,0,"Sea Containers, South Bank",17,16,-1
Weekday,0,"Sedding Street, Sloane Square",9,3,-6
Weekday,0,"Selby Street, Whitechapel",18,9,-9
Weekday,0,"Serpentine Car Park, Hyde Park",1,0,-1
Weekday,0,"Seville Street, Knightsbridge",19,2,-17
Weekday,0,"Seymour Place, Marylebone",0,15,15
Weekday,0,"Shadwell Station, Shadwell",5,74,69
Weekday,0,"Sheepcote Lane, Battersea",0,4,4
Weekday,0,"Shepherd's Bush Road North, Shepherd's Bush",7,10,3
Weekday,0,"Shoreditch Court, Haggerston",2,6,4
Weekday,0,"Shoreditch High Street, Shoreditch",32,10,-22
Weekday,0,"Shoreditch Park, Hoxton",10,22,12
Weekday,0,"Shouldham Street, Marylebone",2,7,5
Weekday,0,"Sidney Road, Stockwell",5,14,9
Weekday,0,"Silverthorne Road, Battersea",6,7,1
Weekday,0,"Simpson Street, Clapham Junction",5,11,6
Weekday,0,"Sloane Avenue, Knightsbridge",9,8,-1
Weekday,0,"Smith Square, Westminster",12,12,0
Weekday,0,"Smugglers Way, Wandsworth",0,6,6
Weekday,0,"Snow Hill, Farringdon",1,2,1
Weekday,0,"Snowsfields, London Bridge",20,8,-12
Weekday,0,"Soho Square , Soho",31,13,-18
Weekday,0,"Somerset House, Strand",37,9,-28
Weekday,0,"South Bermondsey Station, Bermondsey",2,12,10
Weekday,0,"South Kensington Station, South Kensington",7,1,-6
Weekday,0,"South Lambeth Road, Vauxhall",12,12,0
Weekday,0,"South Parade, Chelsea",18,1,-17
Weekday,0,"South Park, Sands End",1,6,5
Weekday,0,"South Quay East, Canary Wharf",4,4,0
Weekday,0,"South Wharf Road, Paddington",7,5,-2
Weekday,0,"Southampton Place, Holborn",8,0,-8
Weekday,0,"Southampton Street, Strand",5,3,-2
Weekday,0,"Southern Grove, Bow",7,6,-1
Weekday,0,"Southerton Road, Hammersmith",5,12,7
Weekday,0,"Southwark Station 2, Southwark",4,2,-2
Weekday,0,"Southwark Street, Bankside",0,2,2
Weekday,0,"Southwick Street, Paddington",7,11,4
Weekday,0,"Spanish Road, Clapham Junction",0,1,1
Weekday,0,"Spencer Park, Wandsworth Common",0,3,3
Weekday,0,"Spindrift Avenue, Millwall",5,16,11
Weekday,0,"St John's Crescent, Brixton",2,9,7
Weekday,0,"St Martins Close, Camden Town",2,7,5
Weekday,0,"St Mary's Hospital, Paddington",28,34,6
Weekday,0,"St. Bride Street, Holborn",4,2,-2
Weekday,0,"St. Chad's Street, King's Cross",23,12,-11
Weekday,0,"St. George Street, Mayfair",1,2,1
Weekday,0,"St. George's Square, Pimlico",3,11,8
Weekday,0,"St. James's Square, St. James's",4,3,-1
Weekday,0,"St. John Street, Finsbury",1,2,1
Weekday,0,"St. John's Park, Cubitt Town",10,7,-3
Weekday,0,"St. John's Road, Clapham Junction",15,4,-11
Weekday,0,"St. John's Wood Church, The Regent's Park",5,3,-2
Weekday,0,"St. John's Wood Road, St. John's Wood",0,12,12
Weekday,0,"St. Katharine's Way, Tower",8,24,16
Weekday,0,"St. Luke's Church, Chelsea",4,4,0
Weekday,0,"St. Mark's Road, North Kensington",2,8,6
Weekday,0,"St. Martin's Street, West End",9,1,-8
Weekday,0,"St. Mary & St. Michael Church, Stepney",7,12,5
Weekday,0,"St. Mary Axe, Aldgate",3,2,-1
Weekday,0,"St. Pancras Way, Camden Town",2,23,21
Weekday,0,"St. Peter's Terrace, Fulham",7,15,8
Weekday,0,"Stainsby Road , Poplar",1,15,14
Weekday,0,"Stamford Street, South Bank",21,4,-17
Weekday,0,"Stanhope Gate, Mayfair",13,0,-13
Weekday,0,"Stanley Grove, Battersea",0,12,12
Weekday,0,"Star Road, West Kensington",3,33,30
Weekday,0,"Stebondale Street, Cubitt Town",0,7,7
Weekday,0,"Stephendale Road, Sands End",9,21,12
Weekday,0,"Stepney Green Station, Stepney",43,38,-5
Weekday,0,"Stewart's Road, Wandsworth Road",0,5,5
Weekday,0,"Stonecutter Street, Holborn",2,0,-2
Weekday,0,"Store Street, Bloomsbury",3,6,3
Weekday,0,"Storey's Gate, Westminster",2,5,3
Weekday,0,"Strand, Strand",6,0,-6
Weekday,0,"Strata, Elephant & Castle",20,31,11
Weekday,0,"Stratford Station, Stratford",31,14,-17
Weekday,0,"Sugden Road, Clapham",5,6,1
Weekday,0,"Sumner Place, South Kensington",4,2,-2
Weekday,0,"Sun Street, Liverpool Street",5,0,-5
Weekday,0,"Surrey Lane, Battersea",4,19,15
Weekday,0,"Sutton Street, Shadwell",11,23,12
Weekday,0,"Swan Street, The Borough",16,23,7
Weekday,0,"Tachbrook Street, Victoria",5,6,1
Weekday,0,"Tallis Street, Temple",2,0,-2
Weekday,0,"Tanner Street, Bermondsey",22,29,7
Weekday,0,"Tate Modern, Bankside",6,14,8
Weekday,0,"Tavistock Place, Bloomsbury",13,12,-1
Weekday,0,"Tavistock Street, Covent Garden",11,1,-10
Weekday,0,"Taviton Street, Bloomsbury",43,22,-21
Weekday,0,"Temple Gardens, Temple",7,2,-5
Weekday,0,"Teversham Lane, Stockwell",2,14,12
Weekday,0,"Teviot Street, Poplar",3,10,7
Weekday,0,"The Blue, Bermondsey",2,13,11
Weekday,0,"The Metropolitan, Portobello",5,7,2
Weekday,0,"The Tennis Courts, The Regent's Park",1,0,-1
Weekday,0,"The Vale, Chelsea",5,3,-2
Weekday,0,"Theobald's Road , Holborn",7,7,0
Weekday,0,"Thorndike Close, West Chelsea",10,14,4
Weekday,0,"Thurtle Road, Haggerston",5,11,6
Weekday,0,"Timber Lodge, Queen Elizabeth Olympic Park",15,17,2
Weekday,0,"Tooley Street, Bermondsey",41,36,-5
Weekday,0,"Torrens Street, Angel",10,2,-8
Weekday,0,"Tower Gardens , Tower",58,28,-30
Weekday,0,"Tower Wharf, Bermondsey",12,11,-1
Weekday,0,"Trebovir Road, Earl's Court",8,12,4
Weekday,0,"Triangle Car Park, Hyde Park",7,3,-4
Weekday,0,"Turquoise Island, Notting Hill",5,2,-3
Weekday,0,"Twig Folly Bridge, Mile End",4,15,11
Weekday,0,"Tyers Gate, Bermondsey",5,15,10
Weekday,0,"Tysoe Street, Clerkenwell",9,16,7
Weekday,0,"Union Grove, Wandsworth Road",4,16,12
Weekday,0,"Union Street, The Borough",7,6,-1
Weekday,0,"Upcerne Road, West Chelsea",1,8,7
Weekday,0,"Upper Bank Street, Canary Wharf",32,14,-18
Weekday,0,"Upper Grosvenor Street, Mayfair",6,1,-5
Weekday,0,"Upper Richmond Road, Putney",4,0,-4
Weekday,0,"Usk Road, Clapham Junction",4,11,7
Weekday,0,"Vauxhall Bridge , Pimlico",0,10,10
Weekday,0,"Vauxhall Cross, Vauxhall",24,26,2
Weekday,0,"Vauxhall Street, Vauxhall",10,10,0
Weekday,0,"Vauxhall Walk, Vauxhall",6,6,0
Weekday,0,"Vereker Road, West Kensington",8,11,3
Weekday,0,"Vicarage Crescent, Battersea",5,10,5
Weekday,0,"Vicarage Gate, Kensington",2,8,6
Weekday,0,"Victoria & Albert Museum, South Kensington",7,5,-2
Weekday,0,"Victoria Park Road, Hackney Central",1,8,7
Weekday,0,"Victoria Rise, Clapham Common",10,12,2
Weekday,0,"Victory Place, Walworth",1,8,7
Weekday,0,"Vincent Square, Westminster",3,5,2
Weekday,0,"Vincent Street, Pimlico",2,14,12
Weekday,0,"Walmer Road, Avondale",1,3,2
Weekday,0,"Walnut Tree Walk, Vauxhall",1,7,6
Weekday,0,"Walworth Square, Walworth",6,6,0
Weekday,0,"Wandsworth Rd, Isley Court, Wandsworth Road",1,9,8
Weekday,0,"Wandsworth Town Station, Wandsworth",1,5,4
Weekday,0,"Wapping High Street, Wapping",5,15,10
Weekday,0,"Wapping Lane, Wapping",12,9,-3
Weekday,0,"Wardour Street, Soho",20,21,1
Weekday,0,"Warren Street Station, Euston",37,34,-3
Weekday,0,"Warwick Avenue Station, Maida Vale",4,12,8
Weekday,0,"Warwick Road, Olympia",6,22,16
Weekday,0,"Warwick Row, Westminster",7,3,-4
Weekday,0,"Warwick Square, Pimlico",5,9,4
Weekday,0,"Waterloo Bridge, South Bank",6,1,-5
Weekday,0,"Waterloo Place, St. James's",1,0,-1
Weekday,0,"Waterloo Road, South Bank",23,10,-13
Weekday,0,"Waterloo Station 1, Waterloo",32,8,-24
Weekday,0,"Waterloo Station 2, Waterloo",17,4,-13
Weekday,0,"Waterloo Station 3, Waterloo",10,3,-7
Weekday,0,"Watney Market, Stepney",15,28,13
Weekday,0,"Watney Street, Shadwell",10,39,29
Weekday,0,"Webber Street , Southwark",11,9,-2
Weekday,0,"Wellington Arch, Hyde Park",6,1,-5
Weekday,0,"Wellington Road, St. John's Wood",0,6,6
Weekday,0,"Wellington Row, Bethnal Green",11,12,1
Weekday,0,"Wellington Street , Strand",9,6,-3
Weekday,0,"Wells Street, Fitzrovia",8,1,-7
Weekday,0,"Wendon Street, Old Ford",1,13,12
Weekday,0,"Wenlock Road , Hoxton",1,13,12
Weekday,0,"West Cromwell Road, Earl's Court",6,16,10
Weekday,0,"West Kensington Station, West Kensington",12,14,2
Weekday,0,"West Smithfield Rotunda, Farringdon",12,15,3
Weekday,0,"Westbourne Green, Westbourne",2,38,36
Weekday,0,"Westbourne Grove, Bayswater",6,11,5
Weekday,0,"Westbourne Park Road, Portobello",3,20,17
Weekday,0,"Westbridge Road, Battersea",3,14,11
Weekday,0,"Westferry Circus, Canary Wharf",21,11,-10
Weekday,0,"Westferry DLR, Limehouse",24,33,9
Weekday,0,"Westfield Ariel Way, White City",17,10,-7
Weekday,0,"Westfield Library Corner, Shepherd's Bush",12,10,-2
Weekday,0,"Westfield Southern Terrace ,Shepherd's Bush",2,1,-1
Weekday,0,"Westminster Bridge Road, Elephant & Castle",2,4,2
Weekday,0,"Westminster Pier, Westminster",43,37,-6
Weekday,0,"Westminster University, Marylebone",13,4,-9
Weekday,0,"Whiston Road, Haggerston",0,13,13
Weekday,0,"Whitehall Place, Strand",21,13,-8
Weekday,0,"William IV Street, Strand",38,6,-32
Weekday,0,"William Morris Way, Sands End",1,4,3
Weekday,0,"Windsor Terrace, Hoxton",11,37,26
Weekday,0,"Wood Street, Guildhall",1,0,-1
Weekday,0,"Woodstock Grove, Shepherd's Bush",17,11,-6
Weekday,0,"Woodstock Street, Mayfair",5,3,-2
Weekday,0,"World's End Place, West Chelsea",7,25,18
Weekday,0,"Wormwood Street, Liverpool Street",30,16,-14
Weekday,0,"Worship Street, Shoreditch",7,0,-7
Weekday,0,"Wren Street, Holborn",20,22,2
Weekday,0,"Wright's Lane, Kensington",20,5,-15
Weekday,0,"Wynne Road, Stockwell",2,16,14
Weekday,0,"York Hall, Bethnal Green",15,15,0
Weekday,0,"York Way, Kings Cross",6,18,12
Weekday,1,"Abbey Orchard Street, Westminster",3,2,-1
Weekday,1,"Abbotsbury Road, Holland Park",1,1,0
Weekday,1,"Aberdeen Place, St. John's Wood",0,4,4
Weekday,1,"Aberfeldy Street, Poplar",0,2,2
Weekday,1,"Abingdon Green, Westminster",1,0,-1
Weekday,1,"Abingdon Villas, Kensington",3,2,-1
Weekday,1,"Ackroyd Drive, Bow",8,18,10
Weekday,1,"Ada Street, Hackney Central",18,1,-17
Weekday,1,"Adeline Place, Bloomsbury",5,2,-3
Weekday,1,"Agar Grove, Camden Town",0,6,6
Weekday,1,"Aintree Street, Fulham",1,6,5
Weekday,1,"Albany Street, The Regent's Park",1,4,3
Weekday,1,"Albert Bridge Road, Battersea Park",1,1,0
Weekday,1,"Albert Embankment, Vauxhall",1,2,1
Weekday,1,"Albert Gardens, Stepney",5,9,4
Weekday,1,"Albert Gate, Hyde Park",1,1,0
Weekday,1,"Albert Square, Stockwell",2,10,8
Weekday,1,"Albert Street, Camden Town",5,0,-5
Weekday,1,"Alderney Street, Pimlico",3,5,2
Weekday,1,"Aldersgate Street, Barbican",8,1,-7
Weekday,1,"All Saints Church, Portobello",1,4,3
Weekday,1,"Allington Street, Victoria",6,2,-4
Weekday,1,"Alma Road, Wandsworth",0,5,5
Weekday,1,"Alpha Grove, Millwall",2,2,0
Weekday,1,"Ampton Street , Clerkenwell",7,22,15
Weekday,1,"Ansell House, Stepney",4,24,20
Weekday,1,"Antill Road, Mile End",1,6,5
Weekday,1,"Aquatic Centre, Queen Elizabeth Olympic Park",14,14,0
Weekday,1,"Archbishop's Park, Waterloo",1,1,0
Weekday,1,"Argyle Street, Kings Cross",32,10,-22
Weekday,1,"Argyll Road, Kensington",3,5,2
Weekday,1,"Arlington Road, Camden Town",0,4,4
Weekday,1,"Arundel Street, Temple",3,0,-3
Weekday,1,"Ashley Crescent, Battersea",3,0,-3
Weekday,1,"Ashley Place, Victoria",5,1,-4
Weekday,1,"Ashmole Estate, Oval",1,5,4
Weekday,1,"Aston Street, Stepney",3,9,6
Weekday,1,"Austin Road, Battersea Park",0,7,7
Weekday,1,"Aylward Street, Stepney",0,7,7
Weekday,1,"BBC White City, White City",3,9,6
Weekday,1,"Baker Street, Marylebone",1,0,-1
Weekday,1,"Baldwin Street, St. Luke's",14,2,-12
Weekday,1,"Bancroft Road, Bethnal Green",2,14,12
Weekday,1,"Bank of England Museum, Bank",2,2,0
Weekday,1,"Bankside Mix, Bankside",8,1,-7
Weekday,1,"Barbican Centre, Barbican",0,1,1
Weekday,1,"Barons Court Station, West Kensington",3,6,3
Weekday,1,"Bath Street, St. Luke's",4,4,0
Weekday,1,"Battersea Church Road, Battersea",3,2,-1
Weekday,1,"Battersea Park Road, Nine Elms",12,10,-2
Weekday,1,"Battersea Power Station, Battersea Park",4,2,-2
Weekday,1,"Baylis Road, Waterloo",9,14,5
Weekday,1,"Bayswater Road, Hyde Park",13,6,-7
Weekday,1,"Beaumont Street, Marylebone",0,3,3
Weekday,1,"Bedford Way, Bloomsbury",2,11,9
Weekday,1,"Belford House, Haggerston",2,0,-2
Weekday,1,"Belgrave Road, Victoria",10,5,-5
Weekday,1,"Belgrave Square, Belgravia",2,1,-1
Weekday,1,"Bell Lane, Liverpool Street",6,8,2
Weekday,1,"Bell Street , Marylebone",4,18,14
Weekday,1,"Belvedere Road 1, South Bank",5,5,0
Weekday,1,"Belvedere Road 2, South Bank",5,4,-1
Weekday,1,"Bermondsey Station, Bermondsey",1,19,18
Weekday,1,"Bermondsey Street, Bermondsey",6,10,4
Weekday,1,"Berry Street, Clerkenwell",4,15,11
Weekday,1,"Beryl Road, Hammersmith",11,1,-10
Weekday,1,"Bethnal Green Garden, Bethnal Green",10,6,-4
Weekday,1,"Bethnal Green Road, Shoreditch",11,5,-6
Weekday,1,"Bevington Road West, North Kensington",6,7,1
Weekday,1,"Binfield Road, Stockwell",2,6,4
Weekday,1,"Birkenhead Street, King's Cross",16,6,-10
Weekday,1,"Bishop's Avenue, Fulham",0,2,2
Weekday,1,"Bishop's Bridge Road East, Bayswater",4,5,1
Weekday,1,"Bishop's Bridge Road West, Bayswater",2,5,3
Weekday,1,"Black Lion Gate, Kensington Gardens",0,1,1
Weekday,1,"Black Prince Road, Vauxhall",1,5,4
Weekday,1,"Blackfriars Road, Southwark",21,5,-16
Weekday,1,"Blackfriars Station, St. Paul's",8,11,3
Weekday,1,"Blenheim Crescent, Ladbroke Grove",2,2,0
Weekday,1,"Blythe Road West, Shepherd's Bush",0,8,8
Weekday,1,"Blythe Road, Olympia",3,6,3
Weekday,1,"Bolsover Street, Fitzrovia",7,3,-4
Weekday,1,"Bonner Gate, Victoria Park",1,5,4
Weekday,1,"Bonny Street, Camden Town",7,24,17
Weekday,1,"Borough High Street, The Borough",13,11,-2
Weekday,1,"Borough Road, Elephant & Castle",6,1,-5
Weekday,1,"Boston Place, Marylebone",0,2,2
Weekday,1,"Bourne Street, Belgravia",5,6,1
Weekday,1,"Bow Church Station, Bow",17,25,8
Weekday,1,"Bow Road Station, Bow",8,12,4
Weekday,1,"Braham Street, Aldgate",13,11,-2
Weekday,1,"Bramham Gardens, Earl's Court",1,11,10
Weekday,1,"Brandon Street, Walworth",4,8,4
Weekday,1,"Breams Buildings, Holborn",1,0,-1
Weekday,1,"Brick Lane Market, Shoreditch",2,1,-1
Weekday,1,"Bricklayers Arms, Borough",4,9,5
Weekday,1,"Bridge Avenue, Hammersmith",2,4,2
Weekday,1,"British Museum, Bloomsbury",10,7,-3
Weekday,1,"Broadcasting House, Marylebone",3,0,-3
Weekday,1,"Broadley Terrace, Marylebone",0,1,1
Weekday,1,"Broadwick Street, Soho",8,4,-4
Weekday,1,"Bromley High Street, Bow",1,4,3
Weekday,1,"Brook Green South, Brook Green",0,3,3
Weekday,1,"Broomhouse Lane, Parsons Green",0,1,1
Weekday,1,"Brunswick Square, Bloomsbury",7,3,-4
Weekday,1,"Brushfield Street, Liverpool Street",10,6,-4
Weekday,1,"Bruton Street, Mayfair",6,0,-6
Weekday,1,"Buckingham Gate, Westminster",3,1,-2
Weekday,1,"Bucknall Street, Covent Garden",6,9,3
Weekday,1,"Bunhill Row, Moorgate",0,3,3
Weekday,1,"Burdett Road, Mile End",1,8,7
Weekday,1,"Burgess Park Albany Road, Walworth",8,9,1
Weekday,1,"Bury Place, Holborn",2,3,1
Weekday,1,"Butler Place, Westminster",1,0,-1
Weekday,1,"Buxton Street 1, Shoreditch",4,5,1
Weekday,1,"Cadogan Close, Victoria Park",6,10,4
Weekday,1,"Cadogan Gardens, Chelsea",7,7,0
Weekday,1,"Cadogan Place, Knightsbridge",8,0,-8
Weekday,1,"Caldwell Street, Stockwell",0,5,5
Weekday,1,"Calshot Street , King's Cross",3,2,-1
Weekday,1,"Camley Street, Camden Town",0,9,9
Weekday,1,"Campden Hill Road, Notting Hill",0,1,1
Weekday,1,"Canada Water Station, Rotherhithe",0,7,7
Weekday,1,"Canton Street, Poplar",7,24,17
Weekday,1,"Cantrell Road, Bow",1,6,5
Weekday,1,"Carey Street, Holborn",3,0,-3
Weekday,1,"Carnegie Street, King's Cross",1,1,0
Weekday,1,"Cartwright Gardens , Bloomsbury",3,17,14
Weekday,1,"Castlehaven Road, Camden Town",4,5,1
Weekday,1,"Central House, Aldgate",17,19,2
Weekday,1,"Cephas Street, Bethnal Green",5,13,8
Weekday,1,"Chadwell Street, Angel",3,3,0
Weekday,1,"Chapel Place, Marylebone",2,1,-1
Weekday,1,"Charing Cross Hospital, Hammersmith",8,7,-1
Weekday,1,"Charlbert Street, St. John's Wood",2,0,-2
Weekday,1,"Charles II Street, West End",2,2,0
Weekday,1,"Charlotte Street, Fitzrovia",1,1,0
Weekday,1,"Charlotte Terrace, Angel",2,1,-1
Weekday,1,"Cheapside, Bank",6,1,-5
Weekday,1,"Chelsea Bridge, Pimlico",2,2,0
Weekday,1,"Chelsea Green, Chelsea",1,4,3
Weekday,1,"Chepstow Villas, Notting Hill",2,3,1
Weekday,1,"Cheshire Street, Bethnal Green",3,2,-1
Weekday,1,"Chesilton Road, Fulham",0,3,3
Weekday,1,"Chicheley Street, South Bank",18,17,-1
Weekday,1,"Chrisp Street Market, Poplar",16,6,-10
Weekday,1,"Christian Street, Whitechapel",4,21,17
Weekday,1,"Christopher Street, Liverpool Street",14,7,-7
Weekday,1,"City Road, Angel",6,2,-4
Weekday,1,"Clapham Common North Side, Clapham Common",7,7,0
Weekday,1,"Clapham Common Station, Clapham Common",9,5,-4
Weekday,1,"Clapham Road, Lingham Street, Stockwell",1,5,4
Weekday,1,"Clapham South, Clapham South",3,6,3
Weekday,1,"Claremont Square, Angel",8,3,-5
Weekday,1,"Clarence Walk, Stockwell",2,6,4
Weekday,1,"Clarendon Road, Avondale",2,4,2
